p;k;vertices;edges;avg_insert;avg_extract;avg_decrease;avg_insert_r;avg_extract_r;avg_decrease_r;avg_time(microseconds)
0.1;38;64;400.00;64.00;64.00;33.90;0.052865;0.856510;0.061392;46.37;
0.1;39;64;400.00;64.00;64.00;33.63;0.053125;0.850781;0.051986;45.67;
0.1;40;64;400.00;64.00;64.00;32.97;0.053125;0.862500;0.057247;45.83;
0.1;41;64;400.00;64.00;64.00;33.23;0.058854;0.878125;0.063446;50.13;
0.1;42;64;400.00;64.00;64.00;33.47;0.052604;0.860417;0.053256;45.10;
0.1;43;64;400.00;64.00;64.00;33.20;0.050521;0.867708;0.070271;45.20;
0.1;44;64;400.00;64.00;64.00;32.83;0.050521;0.876563;0.066339;45.87;
0.1;45;64;400.00;64.00;64.00;34.77;0.050521;0.873958;0.054417;46.23;
0.1;46;64;400.00;64.00;64.00;33.80;0.059375;0.876563;0.069830;46.30;
0.1;47;64;400.00;64.00;64.00;33.77;0.055208;0.876563;0.069833;45.73;
0.1;48;64;400.00;64.00;64.00;33.63;0.059375;0.877604;0.076956;45.27;
0.1;49;64;400.00;64.00;64.00;33.17;0.050000;0.865104;0.064587;45.00;
0.1;50;64;400.00;64.00;64.00;34.60;0.048438;0.873958;0.056987;45.57;
0.1;51;64;400.00;64.00;64.00;34.60;0.052083;0.873437;0.065860;45.43;
0.1;52;64;400.00;64.00;64.00;33.73;0.055729;0.876042;0.067492;50.97;
0.1;53;64;400.00;64.00;64.00;33.90;0.054167;0.874479;0.053657;46.10;
0.1;54;64;400.00;64.00;64.00;33.90;0.060937;0.872917;0.072371;45.83;
0.1;55;64;400.00;64.00;64.00;35.23;0.045833;0.868750;0.054172;48.50;
0.1;56;64;400.00;64.00;64.00;33.50;0.054688;0.859375;0.056162;45.70;
0.1;57;64;400.00;64.00;64.00;34.40;0.049479;0.870833;0.062518;50.33;
0.1;58;64;400.00;64.00;64.00;34.43;0.055729;0.875000;0.054482;50.33;
0.1;59;64;400.00;64.00;64.00;33.53;0.055729;0.879167;0.064031;45.67;
0.1;60;64;400.00;64.00;64.00;33.93;0.051562;0.873437;0.071224;49.20;
0.1;61;64;400.00;64.00;64.00;35.90;0.055208;0.876042;0.061712;46.60;
0.1;62;64;400.00;64.00;64.00;34.40;0.050521;0.873958;0.074601;51.70;
0.1;63;64;400.00;64.00;64.00;34.63;0.055729;0.870313;0.066769;50.03;
0.1;64;64;400.00;64.00;64.00;34.70;0.052083;0.870833;0.054906;45.77;
0.1;2;128;1600.00;128.00;128.00;150.90;0.150231;0.695193;0.113930;118.87;
0.1;3;128;1600.00;128.00;128.00;156.93;0.133841;0.734675;0.100634;109.03;
0.1;4;128;1600.00;128.00;128.00;155.33;0.124892;0.735894;0.085368;110.87;
0.1;5;128;1600.00;128.00;128.00;154.57;0.119184;0.789019;0.082163;103.83;
0.1;6;128;1600.00;128.00;128.00;155.60;0.107161;0.760937;0.070752;115.07;
0.1;7;128;1600.00;128.00;128.00;153.33;0.104774;0.748524;0.064482;103.77;
0.1;8;128;1600.00;128.00;128.00;154.83;0.099436;0.752387;0.061316;103.83;
0.1;9;128;1600.00;128.00;128.00;154.03;0.089844;0.775130;0.057844;111.17;
0.1;10;128;1600.00;128.00;128.00;156.77;0.094922;0.848394;0.063935;106.70;
0.1;11;128;1600.00;128.00;128.00;155.40;0.095573;0.836719;0.059531;107.17;
0.1;12;128;1600.00;128.00;128.00;156.50;0.091016;0.838281;0.058674;112.97;
0.1;13;128;1600.00;128.00;128.00;155.40;0.076302;0.829427;0.052211;108.83;
0.1;14;128;1600.00;128.00;128.00;154.33;0.081901;0.824219;0.045739;111.07;
0.1;15;128;1600.00;128.00;128.00;151.47;0.085287;0.819792;0.052037;109.80;
0.1;16;128;1600.00;128.00;128.00;154.57;0.077734;0.816667;0.046007;109.27;
0.1;17;128;1600.00;128.00;128.00;152.07;0.077474;0.805729;0.043393;108.93;
0.1;18;128;1600.00;128.00;128.00;155.17;0.077604;0.801953;0.037736;109.80;
0.1;19;128;1600.00;128.00;128.00;153.93;0.077083;0.797135;0.038305;116.27;
0.1;20;128;1600.00;128.00;128.00;154.93;0.065104;0.792838;0.040404;122.93;
0.1;21;128;1600.00;128.00;128.00;154.77;0.075130;0.786458;0.033353;111.03;
0.1;22;128;1600.00;128.00;128.00;155.10;0.069922;0.776432;0.040530;118.47;
0.1;23;128;1600.00;128.00;128.00;156.37;0.062370;0.778906;0.032038;116.47;
0.1;24;128;1600.00;128.00;128.00;155.83;0.061979;0.781771;0.031738;119.43;
0.1;25;128;1600.00;128.00;128.00;153.13;0.061589;0.769271;0.030644;114.47;
0.1;26;128;1600.00;128.00;128.00;154.57;0.064844;0.770703;0.036066;113.33;
0.1;27;128;1600.00;128.00;128.00;152.60;0.063281;0.763411;0.031329;113.77;
0.1;28;128;1600.00;128.00;128.00;158.17;0.066146;0.769792;0.034469;118.43;
0.1;29;128;1600.00;128.00;128.00;153.87;0.057161;0.771224;0.028753;115.83;
0.1;30;128;1600.00;128.00;128.00;155.67;0.054167;0.761328;0.028773;117.20;
0.1;31;128;1600.00;128.00;128.00;152.10;0.059245;0.759635;0.027588;115.03;
0.1;32;128;1600.00;128.00;128.00;152.60;0.054948;0.756641;0.026960;121.00;
0.1;33;128;1600.00;128.00;128.00;157.10;0.052604;0.751302;0.025483;126.67;
0.1;34;128;1600.00;128.00;128.00;152.63;0.048958;0.754818;0.025490;116.53;
0.1;35;128;1600.00;128.00;128.00;154.60;0.050260;0.751042;0.026905;124.57;
0.1;36;128;1600.00;128.00;128.00;154.50;0.058464;0.758594;0.027573;123.03;
0.1;37;128;1600.00;128.00;128.00;157.00;0.055990;0.756380;0.024448;118.03;
0.1;38;128;1600.00;128.00;128.00;153.03;0.055599;0.752474;0.027165;119.67;
0.1;39;128;1600.00;128.00;128.00;154.73;0.058594;0.753776;0.026902;127.27;
0.1;40;128;1600.00;128.00;128.00;151.07;0.054167;0.752865;0.026259;136.80;
0.1;41;128;1600.00;128.00;128.00;154.67;0.054036;0.751432;0.025638;122.87;
0.1;42;128;1600.00;128.00;128.00;153.67;0.054687;0.744792;0.022452;121.97;
0.1;43;128;1600.00;128.00;128.00;153.20;0.053125;0.748828;0.021542;129.57;
0.1;44;128;1600.00;128.00;128.00;153.03;0.055339;0.750260;0.021150;175.83;
0.1;45;128;1600.00;128.00;128.00;153.17;0.053516;0.744141;0.024666;160.37;
0.1;46;128;1600.00;128.00;128.00;155.73;0.048177;0.743750;0.023621;133.37;
0.1;47;128;1600.00;128.00;128.00;155.27;0.048958;0.743880;0.021351;120.00;
0.1;48;128;1600.00;128.00;128.00;153.43;0.047266;0.744661;0.021503;124.47;
0.1;49;128;1600.00;128.00;128.00;151.73;0.041797;0.750651;0.019512;120.67;
0.1;50;128;1600.00;128.00;128.00;153.10;0.047917;0.742188;0.020345;121.93;
0.1;51;128;1600.00;128.00;128.00;151.53;0.047005;0.746224;0.021029;137.57;
0.1;52;128;1600.00;128.00;128.00;155.27;0.046354;0.748958;0.022802;124.43;
0.1;53;128;1600.00;128.00;128.00;155.47;0.047786;0.748828;0.022421;120.87;
0.1;54;128;1600.00;128.00;128.00;154.93;0.046354;0.744792;0.021092;122.47;
0.1;55;128;1600.00;128.00;128.00;155.10;0.046615;0.754427;0.024122;121.63;
0.1;56;128;1600.00;128.00;128.00;149.13;0.044141;0.755469;0.020427;122.90;
0.1;57;128;1600.00;128.00;128.00;154.53;0.041146;0.753776;0.019871;130.23;
0.1;58;128;1600.00;128.00;128.00;154.07;0.048177;0.756380;0.018285;121.00;
0.1;59;128;1600.00;128.00;128.00;154.80;0.043099;0.761719;0.017532;124.73;
0.1;60;128;1600.00;128.00;128.00;155.33;0.047917;0.760807;0.022422;121.77;
0.1;61;128;1600.00;128.00;128.00;154.87;0.044401;0.752474;0.020818;121.27;
0.1;62;128;1600.00;128.00;128.00;153.70;0.050391;0.760547;0.022478;140.10;
0.1;63;128;1600.00;128.00;128.00;154.60;0.043359;0.763672;0.021916;122.93;
0.1;64;128;1600.00;128.00;128.00;154.33;0.045573;0.764062;0.023085;129.20;
0.1;2;256;6460.00;256.00;256.00;475.97;0.134444;0.750879;0.103861;287.50;
0.1;3;256;6460.00;256.00;256.00;478.57;0.127962;0.792433;0.088899;269.57;
0.1;4;256;6460.00;256.00;256.00;478.03;0.116471;0.812826;0.078289;261.07;
0.1;5;256;6460.00;256.00;256.00;472.60;0.104362;0.775694;0.062509;258.03;
0.1;6;256;6460.00;256.00;256.00;475.57;0.103461;0.840082;0.068221;263.43;
0.1;7;256;6460.00;256.00;256.00;482.87;0.098871;0.824501;0.057741;275.57;
0.1;8;256;6460.00;256.00;256.00;475.50;0.096246;0.807161;0.052057;266.33;
0.1;9;256;6460.00;256.00;256.00;478.87;0.085786;0.788607;0.046873;271.97;
0.1;10;256;6460.00;256.00;256.00;476.23;0.084201;0.789562;0.043054;265.90;
0.1;11;256;6460.00;256.00;256.00;477.23;0.082509;0.784180;0.037844;260.13;
0.1;12;256;6460.00;256.00;256.00;480.67;0.079883;0.793294;0.039053;268.87;
0.1;13;256;6460.00;256.00;256.00;479.43;0.081033;0.807357;0.036271;265.03;
0.1;14;256;6460.00;256.00;256.00;473.17;0.071875;0.841146;0.038357;260.70;
0.1;15;256;6460.00;256.00;256.00;476.10;0.076628;0.883398;0.040152;262.63;
0.1;16;256;6460.00;256.00;256.00;473.93;0.074414;0.881836;0.041022;270.40;
0.1;17;256;6460.00;256.00;256.00;473.70;0.070052;0.875260;0.036567;311.50;
0.1;18;256;6460.00;256.00;256.00;475.50;0.067643;0.874219;0.034388;270.43;
0.1;19;256;6460.00;256.00;256.00;476.23;0.070964;0.872526;0.035358;270.90;
0.1;20;256;6460.00;256.00;256.00;475.37;0.064063;0.867057;0.030723;279.17;
0.1;21;256;6460.00;256.00;256.00;480.07;0.064518;0.864909;0.031145;283.00;
0.1;22;256;6460.00;256.00;256.00;480.83;0.064974;0.864713;0.031360;279.90;
0.1;23;256;6460.00;256.00;256.00;475.37;0.062695;0.859375;0.030958;282.53;
0.1;24;256;6460.00;256.00;256.00;474.40;0.058008;0.854753;0.026794;285.80;
0.1;25;256;6460.00;256.00;256.00;476.03;0.060807;0.855013;0.026158;282.20;
0.1;26;256;6460.00;256.00;256.00;476.53;0.056641;0.850456;0.026811;292.93;
0.1;27;256;6460.00;256.00;256.00;477.83;0.056641;0.848633;0.024446;315.33;
0.1;28;256;6460.00;256.00;256.00;477.83;0.051693;0.844206;0.025360;284.07;
0.1;29;256;6460.00;256.00;256.00;481.27;0.050716;0.843490;0.025922;291.30;
0.1;30;256;6460.00;256.00;256.00;472.67;0.056380;0.841341;0.023908;292.63;
0.1;31;256;6460.00;256.00;256.00;472.63;0.049414;0.838281;0.022978;303.20;
0.1;32;256;6460.00;256.00;256.00;476.53;0.052995;0.836849;0.023006;302.80;
0.1;33;256;6460.00;256.00;256.00;477.90;0.050716;0.831315;0.022867;307.67;
0.1;34;256;6460.00;256.00;256.00;476.07;0.053385;0.829688;0.021542;296.70;
0.1;35;256;6460.00;256.00;256.00;479.07;0.048763;0.827930;0.019214;298.53;
0.1;36;256;6460.00;256.00;256.00;477.37;0.048633;0.824544;0.020228;300.27;
0.1;37;256;6460.00;256.00;256.00;473.93;0.050391;0.820573;0.020787;309.13;
0.1;38;256;6460.00;256.00;256.00;476.17;0.046354;0.827344;0.020897;310.87;
0.1;39;256;6460.00;256.00;256.00;474.47;0.044466;0.820768;0.018693;310.27;
0.1;40;256;6460.00;256.00;256.00;471.97;0.048372;0.821875;0.020576;313.13;
0.1;41;256;6460.00;256.00;256.00;469.73;0.046289;0.815169;0.019512;305.03;
0.1;42;256;6460.00;256.00;256.00;477.30;0.044076;0.812630;0.018494;308.63;
0.1;43;256;6460.00;256.00;256.00;474.40;0.042383;0.814713;0.019153;307.77;
0.1;44;256;6460.00;256.00;256.00;472.90;0.042904;0.813997;0.017053;305.90;
0.1;45;256;6460.00;256.00;256.00;475.93;0.044141;0.806901;0.016804;317.63;
0.1;46;256;6460.00;256.00;256.00;476.43;0.043424;0.806120;0.018140;311.80;
0.1;47;256;6460.00;256.00;256.00;476.20;0.040104;0.809896;0.018354;311.17;
0.1;48;256;6460.00;256.00;256.00;476.40;0.042708;0.804883;0.018572;319.43;
0.1;49;256;6460.00;256.00;256.00;474.63;0.043555;0.804492;0.017072;321.13;
0.1;50;256;6460.00;256.00;256.00;476.23;0.043490;0.800781;0.015513;319.73;
0.1;51;256;6460.00;256.00;256.00;474.17;0.039714;0.800260;0.016390;320.20;
0.1;52;256;6460.00;256.00;256.00;475.30;0.042383;0.799870;0.016192;325.33;
0.1;53;256;6460.00;256.00;256.00;476.77;0.040625;0.797266;0.016552;331.17;
0.1;54;256;6460.00;256.00;256.00;473.37;0.035482;0.796745;0.015881;332.23;
0.1;55;256;6460.00;256.00;256.00;479.13;0.039518;0.793815;0.015701;331.93;
0.1;56;256;6460.00;256.00;256.00;475.40;0.036849;0.799089;0.016144;320.63;
0.1;57;256;6460.00;256.00;256.00;475.50;0.033919;0.793750;0.014423;380.63;
0.1;58;256;6460.00;256.00;256.00;472.60;0.036328;0.793294;0.014766;332.20;
0.1;59;256;6460.00;256.00;256.00;474.97;0.039974;0.787435;0.014292;320.07;
0.1;60;256;6460.00;256.00;256.00;476.53;0.038021;0.788542;0.014207;320.10;
0.1;61;256;6460.00;256.00;256.00;479.47;0.033789;0.786588;0.015304;321.77;
0.1;62;256;6460.00;256.00;256.00;476.50;0.038477;0.787044;0.014307;341.20;
0.1;63;256;6460.00;256.00;256.00;478.43;0.037174;0.787435;0.013732;326.77;
0.1;64;256;6460.00;256.00;256.00;479.90;0.037109;0.783659;0.013529;333.60;
0.1;2;512;26241.00;512.00;512.00;1294.53;0.130123;0.786729;0.096253;737.73;
0.1;3;512;26241.00;512.00;512.00;1296.97;0.116745;0.802172;0.079226;700.67;
0.1;4;512;26241.00;512.00;512.00;1299.17;0.107552;0.802872;0.068027;692.50;
0.1;5;512;26241.00;512.00;512.00;1288.83;0.099685;0.834581;0.064644;680.20;
0.1;6;512;26241.00;512.00;512.00;1294.00;0.093571;0.806592;0.055361;690.07;
0.1;7;512;26241.00;512.00;512.00;1296.37;0.088737;0.815272;0.049288;688.90;
0.1;8;512;26241.00;512.00;512.00;1293.03;0.086133;0.866211;0.053569;689.77;
0.1;9;512;26241.00;512.00;512.00;1288.00;0.082780;0.851910;0.048488;680.03;
0.1;10;512;26241.00;512.00;512.00;1291.70;0.080762;0.840278;0.044103;691.10;
0.1;11;512;26241.00;512.00;512.00;1290.50;0.072092;0.827387;0.040794;708.90;
0.1;12;512;26241.00;512.00;512.00;1293.90;0.072396;0.820236;0.036912;695.33;
0.1;13;512;26241.00;512.00;512.00;1288.03;0.068207;0.814258;0.034813;690.57;
0.1;14;512;26241.00;512.00;512.00;1291.53;0.067480;0.809429;0.032276;689.23;
0.1;15;512;26241.00;512.00;512.00;1289.53;0.065625;0.807585;0.031284;691.83;
0.1;16;512;26241.00;512.00;512.00;1291.77;0.064464;0.808236;0.031028;695.83;
0.1;17;512;26241.00;512.00;512.00;1292.67;0.065050;0.816211;0.028014;701.97;
0.1;18;512;26241.00;512.00;512.00;1302.37;0.062142;0.823655;0.027806;702.60;
0.1;19;512;26241.00;512.00;512.00;1290.27;0.063531;0.835840;0.027554;706.00;
0.1;20;512;26241.00;512.00;512.00;1296.90;0.060493;0.853787;0.027685;712.07;
0.1;21;512;26241.00;512.00;512.00;1282.87;0.060493;0.877246;0.028641;711.73;
0.1;22;512;26241.00;512.00;512.00;1290.03;0.060840;0.906869;0.030774;731.33;
0.1;23;512;26241.00;512.00;512.00;1295.63;0.058268;0.905632;0.030534;720.97;
0.1;24;512;26241.00;512.00;512.00;1297.80;0.058594;0.904232;0.029170;730.53;
0.1;25;512;26241.00;512.00;512.00;1286.80;0.054427;0.902213;0.027629;726.70;
0.1;26;512;26241.00;512.00;512.00;1294.17;0.054264;0.899512;0.028570;753.93;
0.1;27;512;26241.00;512.00;512.00;1289.73;0.054688;0.895801;0.026572;742.83;
0.1;28;512;26241.00;512.00;512.00;1290.23;0.050781;0.895768;0.026745;741.53;
0.1;29;512;26241.00;512.00;512.00;1297.10;0.049154;0.895540;0.025056;750.67;
0.1;30;512;26241.00;512.00;512.00;1279.97;0.049512;0.891699;0.024753;750.93;
0.1;31;512;26241.00;512.00;512.00;1294.03;0.048730;0.889290;0.023994;755.50;
0.1;32;512;26241.00;512.00;512.00;1289.97;0.050130;0.889909;0.024150;760.33;
0.1;33;512;26241.00;512.00;512.00;1291.87;0.047298;0.889779;0.022219;763.37;
0.1;34;512;26241.00;512.00;512.00;1284.77;0.046191;0.887565;0.021825;768.93;
0.1;35;512;26241.00;512.00;512.00;1298.73;0.046810;0.881901;0.021754;817.07;
0.1;36;512;26241.00;512.00;512.00;1296.00;0.045573;0.881217;0.021226;773.83;
0.1;37;512;26241.00;512.00;512.00;1292.00;0.044499;0.879199;0.021840;774.90;
0.1;38;512;26241.00;512.00;512.00;1297.10;0.042090;0.876107;0.020882;782.40;
0.1;39;512;26241.00;512.00;512.00;1278.53;0.043327;0.875553;0.020233;783.13;
0.1;40;512;26241.00;512.00;512.00;1294.03;0.044010;0.875553;0.019653;788.53;
0.1;41;512;26241.00;512.00;512.00;1293.73;0.044727;0.873665;0.020842;797.70;
0.1;42;512;26241.00;512.00;512.00;1297.20;0.042839;0.869434;0.018829;815.17;
0.1;43;512;26241.00;512.00;512.00;1299.33;0.041504;0.868587;0.018942;835.00;
0.1;44;512;26241.00;512.00;512.00;1291.87;0.040365;0.866406;0.018469;816.17;
0.1;45;512;26241.00;512.00;512.00;1292.93;0.042122;0.865202;0.018997;821.43;
0.1;46;512;26241.00;512.00;512.00;1296.27;0.039095;0.864909;0.018059;807.07;
0.1;47;512;26241.00;512.00;512.00;1295.50;0.041797;0.863444;0.017121;814.53;
0.1;48;512;26241.00;512.00;512.00;1283.30;0.038770;0.862728;0.018469;814.47;
0.1;49;512;26241.00;512.00;512.00;1298.53;0.039290;0.858301;0.016902;846.63;
0.1;50;512;26241.00;512.00;512.00;1296.50;0.039193;0.857715;0.017199;820.00;
0.1;51;512;26241.00;512.00;512.00;1292.17;0.039388;0.859277;0.016502;830.60;
0.1;52;512;26241.00;512.00;512.00;1288.17;0.034538;0.854101;0.016177;820.43;
0.1;53;512;26241.00;512.00;512.00;1291.03;0.037370;0.857552;0.016927;824.17;
0.1;54;512;26241.00;512.00;512.00;1290.93;0.037793;0.855046;0.016484;870.57;
0.1;55;512;26241.00;512.00;512.00;1294.20;0.035319;0.852279;0.016615;843.70;
0.1;56;512;26241.00;512.00;512.00;1288.77;0.034961;0.853516;0.016202;852.13;
0.1;57;512;26241.00;512.00;512.00;1295.87;0.037695;0.850781;0.015889;846.67;
0.1;58;512;26241.00;512.00;512.00;1293.77;0.033756;0.849121;0.015713;855.73;
0.1;59;512;26241.00;512.00;512.00;1298.97;0.032292;0.847819;0.015797;860.20;
0.1;60;512;26241.00;512.00;512.00;1277.17;0.033138;0.844727;0.015324;845.30;
0.1;61;512;26241.00;512.00;512.00;1289.33;0.034375;0.846224;0.015609;848.13;
0.1;62;512;26241.00;512.00;512.00;1288.27;0.033887;0.845019;0.014560;851.57;
0.1;63;512;26241.00;512.00;512.00;1299.30;0.034896;0.842773;0.015299;859.37;
0.1;64;512;26241.00;512.00;512.00;1281.67;0.032227;0.843978;0.013933;863.40;
0.1;2;1024;104833.00;1024.00;1024.00;3278.77;0.115819;0.811902;0.083299;2052.07;
0.1;3;1024;104833.00;1024.00;1024.00;3294.93;0.103962;0.824948;0.068074;1969.67;
0.1;4;1024;104833.00;1024.00;1024.00;3277.70;0.099844;0.853678;0.064902;1932.50;
0.1;5;1024;104833.00;1024.00;1024.00;3294.33;0.091107;0.822093;0.051534;1916.27;
0.1;6;1024;104833.00;1024.00;1024.00;3262.67;0.086030;0.854785;0.051340;1910.57;
0.1;7;1024;104833.00;1024.00;1024.00;3285.73;0.080414;0.831014;0.044116;1910.80;
0.1;8;1024;104833.00;1024.00;1024.00;3291.33;0.077384;0.820345;0.038942;1915.27;
0.1;9;1024;104833.00;1024.00;1024.00;3274.93;0.074300;0.832818;0.036504;1938.80;
0.1;10;1024;104833.00;1024.00;1024.00;3296.47;0.074040;0.882802;0.040096;1923.07;
0.1;11;1024;104833.00;1024.00;1024.00;3282.90;0.068755;0.872461;0.036875;1927.60;
0.1;12;1024;104833.00;1024.00;1024.00;3278.23;0.065804;0.862023;0.034215;1932.70;
0.1;13;1024;104833.00;1024.00;1024.00;3289.63;0.063911;0.853228;0.031663;1939.03;
0.1;14;1024;104833.00;1024.00;1024.00;3280.23;0.061664;0.844390;0.029421;1943.87;
0.1;15;1024;104833.00;1024.00;1024.00;3294.87;0.057764;0.838140;0.027933;1953.40;
0.1;16;1024;104833.00;1024.00;1024.00;3285.83;0.056288;0.831462;0.026341;1959.23;
0.1;17;1024;104833.00;1024.00;1024.00;3283.60;0.057460;0.824940;0.025251;1992.23;
0.1;18;1024;104833.00;1024.00;1024.00;3283.83;0.054161;0.818565;0.023449;1979.27;
0.1;19;1024;104833.00;1024.00;1024.00;3277.63;0.053000;0.817985;0.022384;2009.83;
0.1;20;1024;104833.00;1024.00;1024.00;3289.10;0.051481;0.812863;0.021617;1999.30;
0.1;21;1024;104833.00;1024.00;1024.00;3276.23;0.051367;0.813010;0.020235;2028.30;
0.1;22;1024;104833.00;1024.00;1024.00;3277.57;0.051899;0.812798;0.020319;2046.93;
0.1;23;1024;104833.00;1024.00;1024.00;3294.70;0.050901;0.814643;0.019145;2005.57;
0.1;24;1024;104833.00;1024.00;1024.00;3288.57;0.049382;0.818419;0.018358;2025.97;
0.1;25;1024;104833.00;1024.00;1024.00;3284.60;0.048947;0.823286;0.018030;2010.00;
0.1;26;1024;104833.00;1024.00;1024.00;3282.97;0.049023;0.831152;0.018171;2023.17;
0.1;27;1024;104833.00;1024.00;1024.00;3290.33;0.048329;0.838813;0.017249;2044.60;
0.1;28;1024;104833.00;1024.00;1024.00;3286.47;0.047342;0.850977;0.016913;2044.77;
0.1;29;1024;104833.00;1024.00;1024.00;3293.40;0.048481;0.863661;0.017228;2051.20;
0.1;30;1024;104833.00;1024.00;1024.00;3283.67;0.046951;0.881472;0.017333;2056.67;
0.1;31;1024;104833.00;1024.00;1024.00;3286.30;0.047081;0.901986;0.018977;2055.10;
0.1;32;1024;104833.00;1024.00;1024.00;3286.97;0.045199;0.909603;0.018879;2075.90;
0.1;33;1024;104833.00;1024.00;1024.00;3284.80;0.045605;0.909619;0.018891;2082.17;
0.1;34;1024;104833.00;1024.00;1024.00;3280.23;0.041781;0.907796;0.017901;2087.87;
0.1;35;1024;104833.00;1024.00;1024.00;3288.90;0.042139;0.905794;0.017917;2095.40;
0.1;36;1024;104833.00;1024.00;1024.00;3269.03;0.041471;0.904736;0.017039;2156.27;
0.1;37;1024;104833.00;1024.00;1024.00;3278.87;0.042139;0.905973;0.016536;2113.20;
0.1;38;1024;104833.00;1024.00;1024.00;3285.43;0.040609;0.903272;0.016220;2191.97;
0.1;39;1024;104833.00;1024.00;1024.00;3287.00;0.041357;0.901628;0.015924;2146.57;
0.1;40;1024;104833.00;1024.00;1024.00;3278.30;0.040039;0.902702;0.016302;2137.80;
0.1;41;1024;104833.00;1024.00;1024.00;3289.47;0.039779;0.898698;0.015485;2142.83;
0.1;42;1024;104833.00;1024.00;1024.00;3285.93;0.040430;0.897949;0.014982;2148.53;
0.1;43;1024;104833.00;1024.00;1024.00;3295.17;0.038249;0.896908;0.014790;2162.00;
0.1;44;1024;104833.00;1024.00;1024.00;3268.07;0.038558;0.897168;0.014703;2164.67;
0.1;45;1024;104833.00;1024.00;1024.00;3277.50;0.037630;0.894580;0.014546;2172.03;
0.1;46;1024;104833.00;1024.00;1024.00;3280.10;0.035937;0.896940;0.014293;2186.60;
0.1;47;1024;104833.00;1024.00;1024.00;3304.00;0.037223;0.891781;0.013533;2204.23;
0.1;48;1024;104833.00;1024.00;1024.00;3277.53;0.035596;0.893782;0.013275;2230.60;
0.1;49;1024;104833.00;1024.00;1024.00;3283.33;0.034993;0.891178;0.013685;2204.07;
0.1;50;1024;104833.00;1024.00;1024.00;3277.70;0.033610;0.889941;0.013590;2210.47;
0.1;51;1024;104833.00;1024.00;1024.00;3294.27;0.034505;0.886768;0.012891;2217.97;
