p;k;vertices;edges;avg_insert;avg_extract;avg_decrease;avg_insert_r;avg_extract_r;avg_decrease_r;avg_time(microseconds)
0.6;28;64;2415.00;64.00;64.00;140.43;0.093229;0.713802;0.029875;67.47;
0.6;29;64;2415.00;64.00;64.00;141.67;0.080989;0.727083;0.029659;68.50;
0.6;30;64;2415.00;64.00;64.00;139.83;0.075781;0.722396;0.027849;68.40;
0.6;31;64;2415.00;64.00;64.00;139.90;0.066146;0.717448;0.024507;67.70;
0.6;32;64;2415.00;64.00;64.00;141.73;0.085156;0.719271;0.028422;68.33;
0.6;33;64;2415.00;64.00;64.00;139.37;0.068489;0.723958;0.024119;68.33;
0.6;34;64;2415.00;64.00;64.00;139.80;0.066406;0.735937;0.026251;77.63;
0.6;35;64;2415.00;64.00;64.00;141.57;0.073958;0.732813;0.026937;67.77;
0.6;36;64;2415.00;64.00;64.00;140.80;0.077604;0.733594;0.024442;67.80;
0.6;37;64;2415.00;64.00;64.00;142.33;0.076562;0.735417;0.027544;72.07;
0.6;38;64;2415.00;64.00;64.00;140.53;0.071875;0.740885;0.024398;76.07;
0.6;39;64;2415.00;64.00;64.00;141.97;0.085938;0.755208;0.023359;76.23;
0.6;40;64;2415.00;64.00;64.00;139.27;0.062760;0.757031;0.026946;76.97;
0.6;41;64;2415.00;64.00;64.00;140.20;0.066667;0.758073;0.025045;67.40;
0.6;42;64;2415.00;64.00;64.00;138.53;0.077865;0.755208;0.023719;86.63;
0.6;43;64;2415.00;64.00;64.00;142.17;0.073177;0.764583;0.027212;82.50;
0.6;44;64;2415.00;64.00;64.00;142.23;0.076042;0.770833;0.029121;68.97;
0.6;45;64;2415.00;64.00;64.00;141.77;0.076823;0.771615;0.022006;76.20;
0.6;46;64;2415.00;64.00;64.00;140.33;0.076562;0.785938;0.025539;79.67;
0.6;47;64;2415.00;64.00;64.00;139.57;0.065885;0.781250;0.021046;92.37;
0.6;48;64;2415.00;64.00;64.00;142.47;0.064844;0.795052;0.021180;96.03;
0.6;49;64;2415.00;64.00;64.00;138.43;0.072917;0.794531;0.023239;101.90;
0.6;50;64;2415.00;64.00;64.00;141.83;0.073437;0.810417;0.025902;99.10;
0.6;51;64;2415.00;64.00;64.00;141.33;0.066667;0.804427;0.019965;83.50;
0.6;52;64;2415.00;64.00;64.00;138.80;0.070052;0.821615;0.022622;76.10;
0.6;53;64;2415.00;64.00;64.00;140.33;0.058854;0.835417;0.020882;78.60;
0.6;54;64;2415.00;64.00;64.00;140.37;0.065885;0.821094;0.022276;83.27;
0.6;55;64;2415.00;64.00;64.00;140.53;0.069792;0.830990;0.022197;76.83;
0.6;56;64;2415.00;64.00;64.00;138.77;0.058594;0.853385;0.018610;77.53;
0.6;57;64;2415.00;64.00;64.00;141.10;0.057552;0.856771;0.025477;72.03;
0.6;58;64;2415.00;64.00;64.00;142.37;0.058073;0.876823;0.026995;76.77;
0.6;59;64;2415.00;64.00;64.00;136.70;0.051042;0.887760;0.019884;76.70;
0.6;60;64;2415.00;64.00;64.00;141.43;0.055729;0.882812;0.024299;83.80;
0.6;61;64;2415.00;64.00;64.00;140.83;0.045312;0.885938;0.023784;81.03;
0.6;62;64;2415.00;64.00;64.00;141.40;0.055729;0.887500;0.024037;76.60;
0.6;63;64;2415.00;64.00;64.00;142.83;0.059896;0.877604;0.026947;70.57;
0.6;64;64;2415.00;64.00;64.00;139.93;0.058854;0.876042;0.021875;70.57;
0.6;2;128;9665.00;128.00;128.00;372.27;0.176623;0.709440;0.106226;189.27;
0.6;3;128;9665.00;128.00;128.00;372.47;0.160382;0.730339;0.084562;202.27;
0.6;4;128;9665.00;128.00;128.00;368.53;0.148134;0.740386;0.072903;227.27;
0.6;5;128;9665.00;128.00;128.00;371.87;0.139844;0.795486;0.075541;222.33;
0.6;6;128;9665.00;128.00;128.00;368.10;0.137023;0.768707;0.059079;220.70;
0.6;7;128;9665.00;128.00;128.00;368.10;0.133854;0.756293;0.054547;178.20;
0.6;8;128;9665.00;128.00;128.00;371.17;0.119488;0.750695;0.046936;176.23;
0.6;9;128;9665.00;128.00;128.00;369.00;0.115582;0.762457;0.041864;178.03;
0.6;10;128;9665.00;128.00;128.00;369.03;0.114366;0.779731;0.039367;178.83;
0.6;11;128;9665.00;128.00;128.00;372.03;0.106858;0.835286;0.047843;201.33;
0.6;12;128;9665.00;128.00;128.00;365.07;0.100781;0.831641;0.043156;201.37;
0.6;13;128;9665.00;128.00;128.00;367.77;0.110026;0.830599;0.040805;177.63;
0.6;14;128;9665.00;128.00;128.00;372.23;0.102865;0.817448;0.039832;182.53;
0.6;15;128;9665.00;128.00;128.00;366.63;0.090495;0.817708;0.035364;182.07;
0.6;16;128;9665.00;128.00;128.00;367.93;0.097917;0.809375;0.034327;199.00;
0.6;17;128;9665.00;128.00;128.00;370.10;0.096484;0.805599;0.031618;182.00;
0.6;18;128;9665.00;128.00;128.00;370.93;0.083203;0.796875;0.029699;186.23;
0.6;19;128;9665.00;128.00;128.00;373.20;0.088542;0.790495;0.028637;203.30;
0.6;20;128;9665.00;128.00;128.00;371.33;0.086719;0.799609;0.028744;185.57;
0.6;21;128;9665.00;128.00;128.00;369.87;0.087891;0.786198;0.026417;186.03;
0.6;22;128;9665.00;128.00;128.00;369.30;0.080469;0.782031;0.024858;189.67;
0.6;23;128;9665.00;128.00;128.00;375.70;0.083984;0.774739;0.024791;219.30;
0.6;24;128;9665.00;128.00;128.00;364.47;0.078385;0.779688;0.023327;188.37;
0.6;25;128;9665.00;128.00;128.00;374.20;0.081120;0.778125;0.024837;189.80;
0.6;26;128;9665.00;128.00;128.00;370.20;0.078646;0.775260;0.023438;189.53;
0.6;27;128;9665.00;128.00;128.00;369.73;0.071875;0.773047;0.018756;189.23;
0.6;28;128;9665.00;128.00;128.00;369.57;0.077995;0.770443;0.017320;188.33;
0.6;29;128;9665.00;128.00;128.00;370.60;0.074479;0.776172;0.018879;189.27;
0.6;30;128;9665.00;128.00;128.00;368.03;0.074349;0.767057;0.018077;209.43;
0.6;31;128;9665.00;128.00;128.00;372.33;0.073177;0.757422;0.018324;192.50;
0.6;32;128;9665.00;128.00;128.00;370.27;0.073047;0.763542;0.017650;192.07;
0.6;33;128;9665.00;128.00;128.00;369.60;0.079167;0.757812;0.016250;193.57;
0.6;34;128;9665.00;128.00;128.00;365.93;0.075000;0.759245;0.016227;191.60;
0.6;35;128;9665.00;128.00;128.00;373.07;0.062630;0.758594;0.016752;194.37;
0.6;36;128;9665.00;128.00;128.00;368.20;0.064193;0.752734;0.015940;286.83;
0.6;37;128;9665.00;128.00;128.00;366.93;0.066536;0.753776;0.017652;244.67;
0.6;38;128;9665.00;128.00;128.00;370.00;0.066797;0.751172;0.014689;198.50;
0.6;39;128;9665.00;128.00;128.00;375.63;0.064323;0.749609;0.014161;199.53;
0.6;40;128;9665.00;128.00;128.00;366.37;0.062760;0.753516;0.013478;195.00;
0.6;41;128;9665.00;128.00;128.00;368.87;0.057943;0.745313;0.013900;216.30;
0.6;42;128;9665.00;128.00;128.00;365.20;0.063672;0.754687;0.013379;228.73;
0.6;43;128;9665.00;128.00;128.00;368.30;0.057422;0.750521;0.012928;219.30;
0.6;44;128;9665.00;128.00;128.00;372.83;0.058073;0.741667;0.013220;204.90;
0.6;45;128;9665.00;128.00;128.00;366.57;0.056250;0.737891;0.014445;203.37;
0.6;46;128;9665.00;128.00;128.00;371.63;0.060807;0.740885;0.014095;212.73;
0.6;47;128;9665.00;128.00;128.00;374.10;0.054818;0.745052;0.013026;219.13;
0.6;48;128;9665.00;128.00;128.00;376.23;0.057943;0.744141;0.012219;219.23;
0.6;49;128;9665.00;128.00;128.00;368.60;0.057682;0.750651;0.013436;215.83;
0.6;50;128;9665.00;128.00;128.00;373.43;0.060938;0.739063;0.012354;214.27;
0.6;51;128;9665.00;128.00;128.00;377.30;0.062760;0.733984;0.013299;214.30;
0.6;52;128;9665.00;128.00;128.00;371.83;0.050781;0.737370;0.014664;214.63;
0.6;53;128;9665.00;128.00;128.00;367.30;0.057682;0.734766;0.012239;216.63;
0.6;54;128;9665.00;128.00;128.00;372.37;0.058464;0.736458;0.010240;214.63;
0.6;55;128;9665.00;128.00;128.00;368.93;0.056901;0.739062;0.010766;215.03;
0.6;56;128;9665.00;128.00;128.00;369.97;0.055599;0.742318;0.011214;214.53;
0.6;57;128;9665.00;128.00;128.00;375.47;0.054557;0.742969;0.010599;215.60;
0.6;58;128;9665.00;128.00;128.00;369.60;0.053516;0.731250;0.010717;215.73;
0.6;59;128;9665.00;128.00;128.00;364.77;0.052214;0.735547;0.009614;215.30;
0.6;60;128;9665.00;128.00;128.00;369.17;0.046615;0.745443;0.008789;221.77;
0.6;61;128;9665.00;128.00;128.00;368.73;0.052995;0.733854;0.008790;220.80;
0.6;62;128;9665.00;128.00;128.00;373.20;0.052995;0.741146;0.008344;231.70;
0.6;63;128;9665.00;128.00;128.00;367.73;0.053255;0.750521;0.008968;221.90;
0.6;64;128;9665.00;128.00;128.00;372.57;0.049609;0.733854;0.009629;216.27;
0.6;2;256;39192.00;256.00;256.00;916.17;0.157614;0.753760;0.100242;696.90;
0.6;3;256;39192.00;256.00;256.00;924.17;0.150417;0.792645;0.082589;603.87;
0.6;4;256;39192.00;256.00;256.00;915.40;0.137099;0.804275;0.077581;594.27;
0.6;5;256;39192.00;256.00;256.00;911.50;0.124034;0.772602;0.060934;590.20;
0.6;6;256;39192.00;256.00;256.00;918.90;0.124837;0.793609;0.054969;595.00;
0.6;7;256;39192.00;256.00;256.00;913.07;0.116363;0.815191;0.054210;595.33;
0.6;8;256;39192.00;256.00;256.00;913.07;0.103255;0.795551;0.048517;593.33;
0.6;9;256;39192.00;256.00;256.00;906.47;0.100803;0.777517;0.043465;591.17;
0.6;10;256;39192.00;256.00;256.00;916.73;0.098655;0.773741;0.037916;589.50;
0.6;11;256;39192.00;256.00;256.00;920.40;0.093663;0.765321;0.035774;594.20;
0.6;12;256;39192.00;256.00;256.00;919.20;0.090690;0.771332;0.033037;598.10;
0.6;13;256;39192.00;256.00;256.00;915.27;0.090104;0.781228;0.032253;596.73;
0.6;14;256;39192.00;256.00;256.00;913.67;0.085243;0.793273;0.030017;608.00;
0.6;15;256;39192.00;256.00;256.00;915.40;0.085612;0.827062;0.031365;600.00;
0.6;16;256;39192.00;256.00;256.00;915.67;0.081250;0.853516;0.036264;598.23;
0.6;17;256;39192.00;256.00;256.00;913.33;0.084766;0.845964;0.033400;602.70;
0.6;18;256;39192.00;256.00;256.00;913.57;0.076953;0.845312;0.032620;597.00;
0.6;19;256;39192.00;256.00;256.00;905.97;0.077279;0.850781;0.030085;602.63;
0.6;20;256;39192.00;256.00;256.00;909.07;0.073177;0.839453;0.029316;608.57;
0.6;21;256;39192.00;256.00;256.00;921.10;0.074089;0.839714;0.027999;606.37;
0.6;22;256;39192.00;256.00;256.00;918.63;0.067057;0.834180;0.026381;608.07;
0.6;23;256;39192.00;256.00;256.00;921.10;0.062826;0.833138;0.025774;617.37;
0.6;24;256;39192.00;256.00;256.00;909.23;0.070573;0.829167;0.025846;618.57;
0.6;25;256;39192.00;256.00;256.00;914.93;0.067708;0.823503;0.025366;612.40;
0.6;26;256;39192.00;256.00;256.00;909.33;0.068685;0.825716;0.024653;609.47;
0.6;27;256;39192.00;256.00;256.00;916.50;0.070378;0.821354;0.022082;612.37;
0.6;28;256;39192.00;256.00;256.00;918.43;0.062826;0.814323;0.021438;621.63;
0.6;29;256;39192.00;256.00;256.00;916.23;0.066081;0.820052;0.021496;615.73;
0.6;30;256;39192.00;256.00;256.00;917.93;0.061589;0.810286;0.019900;616.87;
0.6;31;256;39192.00;256.00;256.00;910.60;0.058398;0.812760;0.019594;617.47;
0.6;32;256;39192.00;256.00;256.00;917.97;0.059505;0.810156;0.019618;621.40;
0.6;33;256;39192.00;256.00;256.00;913.17;0.059310;0.807292;0.019591;630.97;
0.6;34;256;39192.00;256.00;256.00;919.13;0.055924;0.804883;0.019429;623.07;
0.6;35;256;39192.00;256.00;256.00;916.13;0.056576;0.803190;0.018305;624.43;
0.6;36;256;39192.00;256.00;256.00;911.30;0.053971;0.800521;0.017746;628.03;
0.6;37;256;39192.00;256.00;256.00;916.17;0.056185;0.798177;0.016593;630.03;
0.6;38;256;39192.00;256.00;256.00;912.13;0.055729;0.800911;0.016130;630.27;
0.6;39;256;39192.00;256.00;256.00;909.33;0.056185;0.794531;0.016547;627.40;
0.6;40;256;39192.00;256.00;256.00;912.17;0.052409;0.795247;0.014878;629.57;
0.6;41;256;39192.00;256.00;256.00;908.43;0.051628;0.791146;0.015997;631.80;
0.6;42;256;39192.00;256.00;256.00;916.83;0.053320;0.792513;0.016424;637.63;
0.6;43;256;39192.00;256.00;256.00;920.07;0.052083;0.784310;0.015362;636.97;
0.6;44;256;39192.00;256.00;256.00;918.73;0.050716;0.788802;0.015160;639.83;
0.6;45;256;39192.00;256.00;256.00;917.80;0.051172;0.786914;0.014516;635.27;
0.6;46;256;39192.00;256.00;256.00;918.43;0.047786;0.780208;0.014295;638.90;
0.6;47;256;39192.00;256.00;256.00;910.67;0.048307;0.776432;0.015131;638.90;
0.6;48;256;39192.00;256.00;256.00;911.20;0.050000;0.782357;0.013651;638.90;
0.6;49;256;39192.00;256.00;256.00;916.27;0.049089;0.778841;0.012795;639.70;
0.6;50;256;39192.00;256.00;256.00;918.77;0.048242;0.782487;0.013689;647.97;
0.6;51;256;39192.00;256.00;256.00;901.00;0.045898;0.776562;0.012593;645.43;
0.6;52;256;39192.00;256.00;256.00;911.70;0.044271;0.776237;0.013499;642.67;
0.6;53;256;39192.00;256.00;256.00;911.93;0.045703;0.771875;0.013248;642.53;
0.6;54;256;39192.00;256.00;256.00;912.10;0.048698;0.773177;0.011838;645.30;
0.6;55;256;39192.00;256.00;256.00;916.17;0.045508;0.772331;0.012298;645.27;
0.6;56;256;39192.00;256.00;256.00;920.13;0.045703;0.773047;0.012877;647.87;
0.6;57;256;39192.00;256.00;256.00;910.83;0.042643;0.771550;0.012675;647.37;
0.6;58;256;39192.00;256.00;256.00;910.23;0.044401;0.772917;0.013294;647.37;
0.6;59;256;39192.00;256.00;256.00;915.37;0.046549;0.769987;0.011745;668.37;
0.6;60;256;39192.00;256.00;256.00;910.17;0.044076;0.762760;0.011695;649.63;
0.6;61;256;39192.00;256.00;256.00;909.33;0.043229;0.766276;0.011732;650.20;
0.6;62;256;39192.00;256.00;256.00;918.27;0.042188;0.768490;0.011195;653.90;
0.6;63;256;39192.00;256.00;256.00;910.27;0.039518;0.765039;0.011674;710.03;
0.6;64;256;39192.00;256.00;256.00;917.40;0.041146;0.767318;0.011241;661.20;
0.6;2;512;156894.00;512.00;512.00;2211.77;0.145197;0.780035;0.092505;2001.33;
0.6;3;512;156894.00;512.00;512.00;2202.23;0.131412;0.790306;0.075576;1943.00;
0.6;4;512;156894.00;512.00;512.00;2209.13;0.118352;0.787061;0.064677;1925.57;
0.6;5;512;156894.00;512.00;512.00;2216.60;0.110737;0.811437;0.062732;1917.23;
0.6;6;512;156894.00;512.00;512.00;2194.53;0.103961;0.774919;0.052269;1912.33;
0.6;7;512;156894.00;512.00;512.00;2202.50;0.100271;0.772434;0.046234;1916.03;
0.6;8;512;156894.00;512.00;512.00;2209.90;0.097656;0.820378;0.050927;1909.10;
0.6;9;512;156894.00;512.00;512.00;2195.23;0.091558;0.810048;0.046073;1910.63;
0.6;10;512;156894.00;512.00;512.00;2198.13;0.085536;0.794998;0.040969;1912.23;
0.6;11;512;156894.00;512.00;512.00;2199.87;0.080935;0.781749;0.038544;1913.33;
0.6;12;512;156894.00;512.00;512.00;2202.87;0.078798;0.770497;0.036269;1922.60;
0.6;13;512;156894.00;512.00;512.00;2212.73;0.075412;0.761285;0.032692;1918.03;
0.6;14;512;156894.00;512.00;512.00;2196.67;0.072841;0.751866;0.030642;1929.83;
0.6;15;512;156894.00;512.00;512.00;2212.30;0.071691;0.752789;0.028929;1927.90;
0.6;16;512;156894.00;512.00;512.00;2202.33;0.070540;0.746810;0.027394;1937.90;
0.6;17;512;156894.00;512.00;512.00;2202.90;0.070464;0.745671;0.024850;1924.77;
0.6;18;512;156894.00;512.00;512.00;2201.57;0.070334;0.750770;0.024283;1928.30;
0.6;19;512;156894.00;512.00;512.00;2215.73;0.065289;0.758084;0.023787;1933.37;
0.6;20;512;156894.00;512.00;512.00;2193.43;0.066916;0.768913;0.022981;1931.97;
0.6;21;512;156894.00;512.00;512.00;2206.33;0.066580;0.787543;0.023260;1938.50;
0.6;22;512;156894.00;512.00;512.00;2203.93;0.066873;0.810992;0.024243;1937.60;
0.6;23;512;156894.00;512.00;512.00;2199.40;0.063086;0.821159;0.025316;1944.43;
0.6;24;512;156894.00;512.00;512.00;2216.63;0.061719;0.819369;0.025318;1945.50;
0.6;25;512;156894.00;512.00;512.00;2202.10;0.061100;0.816829;0.024970;1949.30;
0.6;26;512;156894.00;512.00;512.00;2220.27;0.059603;0.818685;0.023714;1959.03;
0.6;27;512;156894.00;512.00;512.00;2196.93;0.059082;0.814909;0.023665;1992.37;
0.6;28;512;156894.00;512.00;512.00;2217.10;0.056283;0.816732;0.022734;1968.60;
0.6;29;512;156894.00;512.00;512.00;2207.57;0.055436;0.813021;0.022016;1965.43;
0.6;30;512;156894.00;512.00;512.00;2203.43;0.056380;0.809701;0.021570;1968.10;
0.6;31;512;156894.00;512.00;512.00;2202.03;0.056152;0.810286;0.021427;1970.93;
0.6;32;512;156894.00;512.00;512.00;2197.40;0.055827;0.806803;0.021182;1987.73;
0.6;33;512;156894.00;512.00;512.00;2192.17;0.053971;0.803744;0.020102;1982.57;
0.6;34;512;156894.00;512.00;512.00;2208.27;0.052344;0.807845;0.020522;1992.67;
0.6;35;512;156894.00;512.00;512.00;2204.37;0.050749;0.807389;0.019318;1992.63;
0.6;36;512;156894.00;512.00;512.00;2195.37;0.049382;0.802214;0.018840;1991.53;
0.6;37;512;156894.00;512.00;512.00;2206.60;0.047559;0.793945;0.019182;1999.93;
0.6;38;512;156894.00;512.00;512.00;2199.30;0.046777;0.802669;0.017781;1999.87;
0.6;39;512;156894.00;512.00;512.00;2188.67;0.048763;0.799251;0.017761;2007.53;
0.6;40;512;156894.00;512.00;512.00;2211.70;0.046484;0.797005;0.018421;2010.80;
0.6;41;512;156894.00;512.00;512.00;2213.67;0.046257;0.791764;0.017518;2011.00;
0.6;42;512;156894.00;512.00;512.00;2212.00;0.044499;0.793880;0.017305;2012.17;
0.6;43;512;156894.00;512.00;512.00;2212.60;0.045052;0.788737;0.016713;2016.77;
0.6;44;512;156894.00;512.00;512.00;2207.63;0.047298;0.792513;0.016682;2028.00;
0.6;45;512;156894.00;512.00;512.00;2201.63;0.044076;0.787760;0.016137;2021.50;
0.6;46;512;156894.00;512.00;512.00;2205.00;0.040820;0.784115;0.016263;2028.27;
0.6;47;512;156894.00;512.00;512.00;2194.30;0.041341;0.788835;0.016590;2030.33;
0.6;48;512;156894.00;512.00;512.00;2206.70;0.041211;0.790137;0.016609;2031.23;
0.6;49;512;156894.00;512.00;512.00;2204.30;0.043620;0.787500;0.016133;2037.93;
0.6;50;512;156894.00;512.00;512.00;2211.80;0.040462;0.780306;0.014945;2037.73;
0.6;51;512;156894.00;512.00;512.00;2211.20;0.041309;0.783301;0.016172;2037.80;
0.6;52;512;156894.00;512.00;512.00;2200.60;0.039941;0.779622;0.015201;2041.00;
0.6;53;512;156894.00;512.00;512.00;2205.90;0.043359;0.779525;0.015072;2044.07;
0.6;54;512;156894.00;512.00;512.00;2214.57;0.038444;0.781445;0.015356;2058.37;
0.6;55;512;156894.00;512.00;512.00;2203.23;0.039095;0.778841;0.014716;2054.23;
0.6;56;512;156894.00;512.00;512.00;2195.97;0.038542;0.776986;0.014905;2060.30;
0.6;57;512;156894.00;512.00;512.00;2204.73;0.037370;0.777930;0.014281;2059.07;
0.6;58;512;156894.00;512.00;512.00;2201.37;0.037826;0.777344;0.014131;2062.00;
0.6;59;512;156894.00;512.00;512.00;2209.63;0.038411;0.777279;0.013911;2072.90;
0.6;60;512;156894.00;512.00;512.00;2213.53;0.037012;0.775423;0.014337;2067.00;
0.6;61;512;156894.00;512.00;512.00;2204.73;0.037663;0.774609;0.013651;2065.10;
0.6;62;512;156894.00;512.00;512.00;2191.87;0.035059;0.771289;0.013773;2070.30;
0.6;63;512;156894.00;512.00;512.00;2204.33;0.035482;0.775456;0.013214;2072.53;
0.6;64;512;156894.00;512.00;512.00;2207.47;0.037923;0.773112;0.013288;2077.27;
0.6;2;1024;628618.00;1024.00;1024.00;5184.27;0.130892;0.782636;0.091594;6856.07;
0.6;3;1024;628618.00;1024.00;1024.00;5180.17;0.116143;0.776291;0.075206;6737.57;
0.6;4;1024;628618.00;1024.00;1024.00;5179.10;0.109137;0.791350;0.073267;6704.50;
0.6;5;1024;628618.00;1024.00;1024.00;5191.37;0.100592;0.737810;0.058885;6674.73;
0.6;6;1024;628618.00;1024.00;1024.00;5171.23;0.094295;0.767177;0.060511;6665.47;
0.6;7;1024;628618.00;1024.00;1024.00;5193.60;0.089418;0.737861;0.052790;6670.77;
0.6;8;1024;628618.00;1024.00;1024.00;5174.57;0.084473;0.709473;0.046165;6660.33;
0.6;9;1024;628618.00;1024.00;1024.00;5145.57;0.082161;0.708640;0.042691;6607.63;
0.6;10;1024;628618.00;1024.00;1024.00;5157.93;0.079329;0.747572;0.046515;6652.40;
0.6;11;1024;628618.00;1024.00;1024.00;5158.27;0.075244;0.748090;0.046348;6662.80;
0.6;12;1024;628618.00;1024.00;1024.00;5162.87;0.071587;0.736610;0.042758;6668.33;
0.6;13;1024;628618.00;1024.00;1024.00;5156.63;0.068989;0.732557;0.040220;6663.90;
0.6;14;1024;628618.00;1024.00;1024.00;5164.40;0.066797;0.725108;0.038037;6688.53;
0.6;15;1024;628618.00;1024.00;1024.00;5191.53;0.064784;0.718245;0.035759;6700.53;
0.6;16;1024;628618.00;1024.00;1024.00;5164.10;0.063075;0.710107;0.034075;6691.87;
0.6;17;1024;628618.00;1024.00;1024.00;5170.63;0.059554;0.702072;0.032567;6694.77;
0.6;18;1024;628618.00;1024.00;1024.00;5190.27;0.058328;0.696875;0.030940;6709.77;
0.6;19;1024;628618.00;1024.00;1024.00;5169.77;0.058572;0.693110;0.030298;6194.13;
0.6;20;1024;628618.00;1024.00;1024.00;5167.73;0.057590;0.683409;0.028684;6086.33;
0.6;21;1024;628618.00;1024.00;1024.00;5166.83;0.056852;0.677186;0.027427;6723.27;
0.6;22;1024;628618.00;1024.00;1024.00;5179.80;0.054677;0.673421;0.026895;6721.23;
0.6;23;1024;628618.00;1024.00;1024.00;5165.03;0.052859;0.665365;0.025805;6719.43;
0.6;24;1024;628618.00;1024.00;1024.00;5161.47;0.053977;0.664708;0.025133;6514.50;
0.6;25;1024;628618.00;1024.00;1024.00;5160.07;0.053575;0.661350;0.024315;6156.43;
0.6;26;1024;628618.00;1024.00;1024.00;5174.80;0.051638;0.667334;0.023349;6738.80;
0.6;27;1024;628618.00;1024.00;1024.00;5157.93;0.050884;0.668690;0.023902;6747.50;
0.6;28;1024;628618.00;1024.00;1024.00;5154.83;0.051807;0.669781;0.022844;6733.90;
0.6;29;1024;628618.00;1024.00;1024.00;5186.93;0.051226;0.683431;0.022681;6165.63;
0.6;30;1024;628618.00;1024.00;1024.00;5156.10;0.051053;0.696788;0.022898;6170.57;
0.6;31;1024;628618.00;1024.00;1024.00;5138.03;0.048861;0.710363;0.023650;6771.67;
0.6;32;1024;628618.00;1024.00;1024.00;5186.23;0.049740;0.729199;0.026254;6782.13;
0.6;33;1024;628618.00;1024.00;1024.00;5154.57;0.049007;0.725505;0.025708;6781.20;
0.6;34;1024;628618.00;1024.00;1024.00;5159.07;0.048747;0.727718;0.025620;6788.07;
0.6;35;1024;628618.00;1024.00;1024.00;5168.43;0.047038;0.728516;0.026155;6799.33;
0.6;36;1024;628618.00;1024.00;1024.00;5186.57;0.047705;0.724984;0.024770;6815.27;
0.6;37;1024;628618.00;1024.00;1024.00;5181.73;0.046419;0.726546;0.025007;6814.53;
0.6;38;1024;628618.00;1024.00;1024.00;5175.03;0.045719;0.723649;0.024359;6228.67;
0.6;39;1024;628618.00;1024.00;1024.00;5174.50;0.043945;0.724235;0.023982;6831.37;
0.6;40;1024;628618.00;1024.00;1024.00;5174.50;0.045231;0.721468;0.024112;6835.30;
0.6;41;1024;628618.00;1024.00;1024.00;5169.93;0.041406;0.723535;0.023941;6841.27;
0.6;42;1024;628618.00;1024.00;1024.00;5172.90;0.041390;0.720247;0.022904;6839.03;
0.6;43;1024;628618.00;1024.00;1024.00;5173.07;0.039974;0.721696;0.023251;6857.67;
0.6;44;1024;628618.00;1024.00;1024.00;5167.37;0.040023;0.722201;0.023193;6247.90;
0.6;45;1024;628618.00;1024.00;1024.00;5174.87;0.040511;0.719564;0.022762;6870.33;
0.6;46;1024;628618.00;1024.00;1024.00;5180.53;0.040413;0.722559;0.022678;6878.17;
0.6;47;1024;628618.00;1024.00;1024.00;5144.40;0.039958;0.721452;0.022436;6877.60;
0.6;48;1024;628618.00;1024.00;1024.00;5177.77;0.038721;0.719124;0.021954;6899.67;
0.6;49;1024;628618.00;1024.00;1024.00;5181.73;0.038395;0.718929;0.021612;6899.30;
